Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /health,1684,0,1,0.6241572781901744,0.3518294543027878,3.779025748372078,65.28622327790974,5.609193948379022,0.0,1,1,1,1,1,1,1,1,4,4,4
POST,POST /challenges/analyze,3528,0,1,0.9916304582159738,0.5569886416196823,14.3889170140028,1133.2429138321995,11.751327939359376,0.0,1,1,1,1,1,1,2,2,3,14,14
POST,POST /solves,1388,0,1,0.940766836374311,0.5566384643316269,15.73120430111885,39.0,4.623254869566558,0.0,1,1,1,1,1,1,1,2,9,16,16
,Aggregated,6600,0,1,0.8871723457493566,0.3518294543027878,15.73120430111885,630.6295454545455,21.983776757304955,0.0,1,1,1,1,1,1,1,2,4,16,16
